date,daily_returns
2012-08-24,-0.013344324797774247
2012-08-27,0.00992167101827683
2012-08-28,-0.012409513960703125
2012-08-29,-0.0006020942408377811
2012-08-30,-0.05398538386986929
2012-08-31,-0.018219071879499425
2012-09-04,0.04800045123808445
2012-09-05,0.0204520990312165
2012-09-06,0.0010548523206750828
2012-09-07,-0.008956796628029595
2012-09-10,0.032961190855927754
2012-09-11,0.07725167267112719
2012-09-12,-0.010415173665854472
2012-09-13,0.06213489113117361
2012-09-14,-0.021818181818181837
2012-09-17,0.016263940520446163
2012-09-18,0.06492912665752164
2012-09-19,-0.030055817947616973
2012-09-20,0.011952191235059742
2012-09-21,-0.09055118110236222
2012-09-24,-0.024531024531024435
2012-09-25,0.01676528599605522
2012-09-26,-0.014548981571290044
2012-09-27,0.06594488188976377
2012-09-28,0.015235457063711832
2012-10-01,0.012733060482037342
2012-10-02,-0.0197575213291424
2012-10-03,0.00538250114521316
2012-10-04,-0.047271898849527344
2012-10-05,-0.024390243902439098
2012-10-08,-0.008480392156862662
2012-10-09,-0.029020616008305716
2012-10-10,0.005600814663951091
2012-10-11,-0.011741772151898712
2012-10-12,9.734554080566881e-05
2012-10-15,-0.0020491803278688088
2012-10-16,0.020533880903490686
2012-10-17,-0.04552313883299787
2012-10-18,0.0013175230566534165
2012-10-19,0.01689473684210534
2012-10-22,0.009264530821385978
2012-10-23,0.19127692307692312
2012-10-24,-0.028837833998424527
2012-10-25,-0.02737145390070921
2012-10-26,-0.03794007063917054
2012-10-31,0.004737091425864586
2012-11-01,-0.001414427157001468
2012-11-02,0.0033050047214353297
2012-11-05,-0.0037082352941176983
2012-11-06,-0.033120465538089484
2012-11-07,-0.023448949682462163
2012-11-08,-0.03901950975487732
2012-11-09,0.0447683498178032
2012-11-12,-0.010463378176382702
2012-11-13,0.12588116817724068
2012-11-14,-0.008497316636851418
2012-11-15,0.06272891294542168
2012-11-16,-0.027193589324595573
2012-11-19,0.007853403141361244
2012-11-20,0.052813852813852764
2012-11-21,-0.013240131578947335
2012-11-23,0.08092341028419035
2012-11-26,0.008095605242868053
2012-11-27,0.008030592734225654
2012-11-28,0.03641881638846741
2012-11-29,0.024890190336749624
2012-11-30,-0.034285714285714315
2012-12-03,0.015532544378698289
2012-12-04,0.009104151493080845
2012-12-05,-0.02670516059184417
2012-12-06,0.01909529106414537
2012-12-07,0.01291613607422232
2012-12-10,0.005028735632183929
2012-12-11,-0.014292351679771222
2012-12-12,0.023926671766962296
2012-12-13,-0.050566572237960246
2012-12-14,-0.0023123974339848263
2012-12-17,0.035887850467289754
