date,daily_returns
2012-08-24,-0.01386617155150814
2012-08-27,0.011999043662771543
2012-08-28,0.015887781469176805
2012-08-29,-0.009200447667911863
2012-08-30,0.005002347142354304
2012-08-31,-0.0059116320483441126
2012-09-04,-0.0004698696111828033
2012-09-05,0.027441532495005215
2012-09-06,0.009651129539605376
2012-09-07,-0.007618777880053807
2012-09-10,-0.012243674814846423
2012-09-11,-0.0018925439546946055
2012-09-12,0.02194302918017596
2012-09-13,0.0051555152682567365
2012-09-14,0.000422725735542876
2012-09-17,0.011690470154088783
2012-09-18,0.012836219858551021
2012-09-19,0.0008475601374569739
2012-09-20,0.008066565162777584
2012-09-21,0.020967588114279467
2012-09-24,-0.00029357602284558874
2012-09-25,0.005739761866624044
2012-09-26,0.004034719825869938
2012-09-27,-0.0026437541308658294
2012-09-28,0.00964877402253144
2012-10-01,-0.006287904644385471
2012-10-02,0.007278827989801702
2012-10-03,0.007278688524590104
2012-10-04,-0.0005207994271206006
2012-10-05,-0.012779261382140228
2012-10-08,-0.0181436714873852
2012-10-09,0.000631644021556416
2012-10-10,0.009294079724938316
2012-10-11,-0.008955660829296878
2012-10-12,-0.005062101376300748
2012-10-15,0.005020378417771097
2012-10-16,0.014489055995702918
2012-10-17,-0.08006724112827437
2012-10-18,-0.01900719424460437
2012-10-19,-0.004576189149151505
2012-10-22,0.002475429884922074
2012-10-23,-0.0044797530682737586
2012-10-24,0.0006759168949990421
2012-10-25,-0.003850920679886706
2012-10-26,0.0076243797674591
2012-10-31,0.010719426321656938
2012-11-01,0.0004770284617286094
2012-11-02,-0.007207254352989702
2012-11-05,-0.0018156260981609597
2012-11-06,-0.021416417297424196
2012-11-07,-0.022229883679098273
2012-11-08,0.01646506921767927
2012-11-09,0.004328612581632814
2012-11-12,-0.010282024327977219
2012-11-13,-0.009867488694387635
2012-11-14,-0.008106658493601968
2012-11-15,-0.00012359793591453346
2012-11-16,0.03249482369665331
2012-11-19,0.002633902515676196
2012-11-20,-0.006119677000462741
2012-11-21,0.0031537687536606586
2012-11-23,-0.010210039373025809
2012-11-26,0.014459653633819949
2012-11-27,0.01932280717448662
2012-11-28,0.012023344596077096
2012-11-29,0.009365650609200912
2012-11-30,-0.004467545856780796
2012-12-03,-0.006069759079467857
2012-12-04,-0.004645239714628775
2012-12-05,0.004812305545055313
2012-12-06,-0.010012588080390027
2012-12-07,0.0017684628988175015
2012-12-10,0.016719675527413904
2012-12-11,0.0009757777522671765
2012-12-12,0.007368541774184443
2012-12-13,-0.0010485271097196763
2012-12-14,0.026805963617465907
2012-12-17,0.0004023419073782254
2012-12-18,-0.0013313547921838882
2012-12-19,0.0031245226423740817
2012-12-20,-0.00931668420178307
2012-12-21,-0.00856587901569246
2012-12-24,-0.0008879492600422768
2012-12-26,-0.003639595412417003
2012-12-27,-0.008891531807048058
2012-12-28,0.010528421022556828
2012-12-31,0.0224349006191863
2013-01-02,0.0005807120636017409
2013-01-03,0.019760388022164895
2013-01-04,-0.004363321002208799
2013-01-07,-0.0019734603606669553
2013-01-08,0.0065702986499387665
2013-01-09,0.004554827276939413
2013-01-10,-0.0020094945244645964
2013-01-11,-0.02262192732334222
2013-01-14,0.0023228482544071206
2013-01-15,-0.013435780006345297
2013-01-16,-0.005411149484752309
2013-01-17,-0.009573750210875637
2013-01-18,-0.0023278590793601034
2013-01-22,0.054960376741075866
2013-01-23,0.016628455832771463
2013-01-24,-0.00021224944616171
2013-01-25,-0.003900911539533139
2013-01-28,0.003929508611617934
2013-01-29,0.00019902345823173093
2013-01-30,0.0024673998116286344
2013-01-31,0.026346782410776863
2013-02-01,-0.02137699845281078
2013-02-04,0.008853521646333466
2013-02-05,0.005785253480293507
2013-02-06,0.004908007323058658
2013-02-07,0.014755475159893996
2013-02-08,-0.0037561913493003875
2013-02-11,-0.0021983078142173177
2013-02-12,0.002766747790444432
2013-02-13,0.0063357433002069795
2013-02-14,0.006435480185829169
2013-02-15,0.017606477569398073
2013-02-19,-0.0178347896139307
2013-02-20,0.0038740125684576334
2013-02-21,0.005254358729400606
2013-02-22,-0.011179052406497423
2013-02-25,-0.0008093377341072453
2013-02-26,0.012213180109602189
2013-02-27,0.0017754882592713906
2013-02-28,0.006228157763354979
2013-03-01,0.018995522147384567
2013-03-04,0.020815479900280487
2013-03-05,-0.008614316173068631
2013-03-06,0.001462628400971888
2013-03-07,-0.001292343465498299
2013-03-08,0.003968635751395118
2013-03-11,-0.008636592319302408
2013-03-12,-0.0027790867679221712
2013-03-13,-0.004567980516411993
2013-03-14,-0.008810283126810555
2013-03-15,-0.007997033041795375
2013-03-18,0.004369947634905219
2013-03-19,0.00417591086131233
2013-03-20,-0.00423219116542366
2013-03-21,-0.0011710179227375263
2013-03-22,-0.0008268440473398565
2013-03-25,0.0034336248209080244
2013-03-26,-0.01201349055907042
2013-03-27,-0.010554904941070914
2013-03-28,0.008816552252111674
2013-04-01,0.014790499132540231
2013-04-02,-0.008410410311915731
2013-04-03,-0.013807953837871834
2013-04-04,-0.015118165696102349
2013-04-05,-0.010471872805057061
2013-04-08,0.0036136026327675736
2013-04-09,0.016112647077734164
2013-04-10,0.0002657622313903622
2013-04-11,-0.00043016738572101347
2013-04-12,-0.01027783051705589
2013-04-15,0.01463046564270466
2013-04-16,-0.013625420673834477
2013-04-17,-0.021271212430995654
2013-04-18,0.04433395916512822
2013-04-19,0.00030504957055525045
2013-04-22,0.00973111331635235
2013-04-23,0.006874613194702282
2013-04-24,-0.005352484590400844
2013-04-25,-0.009492028179458736
